"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/VFX/TexturesMaterials/M_DarkBg.M_DarkBg","0","6","6","1","8.912816","0","6"
"/Game/VFX/TexturesMaterials/M_Angry.M_Angry","0","40","1","1","71.424911","0","192"
"/Game/VFX/TexturesMaterials/M_4StarRound.M_4StarRound","0","44","3","1","50.899372","0","134"
"/Game/VFX/TexturesMaterials/M_Star.M_Star","0","44","2","1","51.800835","0","142"
"/Game/UIElements/Icons/M_Icons_Master.M_Icons_Master","0","28","4","1","32.316746","0","107"
"/Game/Materials/Tileables/t_FloorTiles_albedo1_Mat.t_FloorTiles_albedo1_Mat","0","14","14","1","20.999990","0","17"
"/Game/Materials/Tileables/M_TileableBase.M_TileableBase","0","28","11","1","42.175140","0","71"
"/Game/Materials/Tileables/M_Yard.M_Yard","0","14","14","1","21.070482","0","19"
"","0","1","0","1","0.000000","44","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","27","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","10","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","26","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","26","1","0.000000","0","0"
"/Game/Characters/Children/Body_Shoes1.Body_Shoes1","0","0","26","1","0.000000","0","0"
"/Game/Characters/Children/ShoeTread1.ShoeTread1","0","0","26","1","0.000000","0","0"
"/Game/Characters/Children/ShoeTread.ShoeTread","0","0","26","1","0.000000","0","0"
"/Game/Characters/Children/Eyes.Eyes","0","0","26","1","0.000000","0","0"
"/Game/Characters/Children/Body_Shoes2.Body_Shoes2","0","0","26","1","0.000000","0","0"
"/Game/Blueprints/Misc/Testing/BaseColor.BaseColor","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","67","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","52","3","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","7","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","7","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","52","6","0.000000","0","3"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","637","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Game/Characters/Children/ShirtSleeve1.ShirtSleeve1","0","0","26","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","4"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","4"
"/Game/Characters/Clown/Eyes1.Eyes1","0","26","26","1","39.186115","0","44"
"/Game/VFX/TexturesMaterials/M_Line.M_Line","0","10","10","1","13.308810","0","10"
"/Game/Characters/Children/FemaleHair.FemaleHair","0","0","26","1","0.000000","0","0"
"/Game/Characters/Children/Body_Skin1.Body_Skin1","0","0","26","1","0.000000","0","0"
"/Game/Characters/Children/Body_Pants2.Body_Pants2","0","0","26","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","92","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Game/Characters/Children/ShirtTorso1.ShirtTorso1","0","26","13","1","37.614460","0","75"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","0","108","2","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","30"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","138","138","3","254.181381","46","269"
"/Game/VFX/TexturesMaterials/M_Ray_1.M_Ray_1","0","52","2","1","76.275703","0","694"
"/Game/Characters/Children/ShirtTorso.ShirtTorso","0","26","1","1","40.298779","0","212"
"/Game/Characters/Children/ShirtSleeve.ShirtSleeve","0","26","1","1","40.361641","0","239"
"/Game/Characters/Adults/Shoes_low.Shoes_low","0","26","1","1","38.621212","0","239"
"/Game/VFX/TexturesMaterials/M_Pop.M_Pop","0","89","6","1","132.348877","0","1838"
"/Game/VFX/TexturesMaterials/M_SharpStar.M_SharpStar","0","30","1","1","35.006176","0","182"
"/Game/VFX/TexturesMaterials/M_Ray.M_Ray","0","15","2","1","19.959009","0","88"
"/Game/Characters/Adults/Shirt_low.Shirt_low","0","26","5","1","39.714447","0","125"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Game/VFX/TexturesMaterials/M_Loud_Bot.M_Loud_Bot","0","52","6","1","72.994606","0","402"
"/Game/Characters/Adults/Pants_low.Pants_low","0","26","4","1","39.983231","0","121"
"/Game/Characters/Adults/HumanClownGame1.HumanClownGame1","0","26","8","1","38.516247","0","115"
"/Game/Characters/Children/Body_Pants1.Body_Pants1","0","26","4","1","36.973392","0","203"
"/Game/Characters/Adults/Hair5_low.Hair5_low","0","26","5","1","37.712036","0","231"
"/Game/VFX/TexturesMaterials/M_Loud_Mid.M_Loud_Mid","0","52","6","1","72.476700","0","418"
"/Game/VFX/TexturesMaterials/M_Loud_Top.M_Loud_Top","0","52","7","1","74.725197","0","358"
"/Game/Characters/Adults/Hair6_low.Hair6_low","0","26","7","1","36.634808","0","106"
"/Game/VFX/TexturesMaterials/M_StarsCircle.M_StarsCircle","0","44","1","1","45.722252","0","507"
"/Game/VFX/TexturesMaterials/M_Solid_Circle.M_Solid_Circle","0","15","8","1","14.052110","0","66"
"/Game/VFX/TexturesMaterials/M_Thicker_Circle.M_Thicker_Circle","0","44","8","1","41.070953","0","397"
"/Game/VFX/TexturesMaterials/M_VerticalLine.M_VerticalLine","0","58","6","1","62.328266","0","530"
"/Game/VFX/TexturesMaterials/M_StarRounder.M_StarRounder","0","10","1","1","11.601131","0","36"
"/Game/VFX/TexturesMaterials/M_Sqaure.M_Sqaure","0","52","4","1","64.091331","0","410"
"/Game/Characters/Adults/Hair4_low.Hair4_low","0","26","10","1","31.141146","0","103"
"/Game/Characters/Adults/Hair3_low.Hair3_low","0","26","6","1","38.605694","0","95"
"/Game/Characters/Adults/Hair2_low.Hair2_low","0","26","6","1","38.643776","0","194"
"/Game/VFX/TexturesMaterials/M_UpArrow.M_UpArrow","0","10","5","1","14.535083","0","27"
"/Game/VFX/TexturesMaterials/M_StarRound.M_StarRound","0","52","1","1","76.639351","0","676"
"/Game/Materials/StreamerColor.StreamerColor","0","56","7","1","68.937004","0","391"
"/Game/Props/Materials/M_Decal_Master.M_Decal_Master","0","56","10","1","68.121887","0","486"
"/Game/Props/Pickups/Materials/WhoopeeCushion_WhoopeeCushion_base_color_Mat.WhoopeeCushion_WhoopeeCushion_base_color_Mat","0","14","2","1","20.611235","0","41"
"/Game/Characters/Adults/Hair1_low.Hair1_low","0","26","6","1","40.425846","0","84"
"/Game/Characters/Adults/FemaleShoes_low.FemaleShoes_low","0","26","7","1","40.990509","0","74"
"/Game/Characters/Adults/FemaleShirt_low.FemaleShirt_low","0","26","7","1","38.275288","0","84"
"/Game/Characters/Adults/FemalePants_low.FemalePants_low","0","26","4","1","42.109726","0","233"
"/Game/Characters/Adults/FemaleHair_low.FemaleHair_low","0","26","1","1","41.056301","0","124"
"/Game/Characters/Adults/Eyes_low1.Eyes_low1","0","26","2","1","41.938400","0","176"
"/Game/Characters/Adults/Eyes_low.Eyes_low","0","26","5","1","41.258690","0","238"
"/Game/Blueprints/Misc/Testing/JankTimer.JankTimer","0","14","10","1","21.146198","0","39"
"/Game/Props/Pickups/Materials/M_JugglingPins_Master.M_JugglingPins_Master","0","14","5","1","21.324581","0","43"
"/Game/Characters/Adults/FemaleHead_Arms_low.FemaleHead_Arms_low","0","26","1","1","42.219334","0","157"
"/Game/Characters/Adults/FemaleEyes_low.FemaleEyes_low","0","26","8","1","41.813473","0","90"
"/Game/VFX/TexturesMaterials/M_StarTest.M_StarTest","49","14","14","1","19.720257","0","14"
"/Game/VFX/TexturesMaterials/M_Spark.M_Spark","49","14","2","1","19.003969","0","106"
"/Game/VFX/TexturesMaterials/M_Glow_Red.M_Glow_Red","49","30","5","1","31.413300","0","482"
"/Game/VFX/TexturesMaterials/M_EditableColor_3D.M_EditableColor_3D","49","40","1","1","47.517445","0","809"
"/Game/VFX/TexturesMaterials/M_EditableColor.M_EditableColor","49","34","4","1","28.124439","0","569"
"/Game/VFX/TexturesMaterials/M_CellShading_Selective.M_CellShading_Selective","49","4","1","1","3.264169","0","13"
"/Game/VFX/TexturesMaterials/M_CellShading_Affects_Some.M_CellShading_Affects_Some","49","4","1","1","2.952351","0","11"
"/Game/VFX/TexturesMaterials/M_CellShading_Affects_Selective_4VFX.M_CellShading_Affects_Selective_4VFX","49","4","4","1","4.351780","0","7"
"/Game/VFX/TexturesMaterials/M_CellShading_AffectsAll.M_CellShading_AffectsAll","49","4","4","1","4.770036","0","7"
"/Game/Props/Materials/M_BaseColorMaster.M_BaseColorMaster","49","40","12","1","60.714466","0","146"
"/Game/Characters/Clown/Eyes1.Eyes1","49","26","1","1","26.424206","0","149"
"/Game/Characters/Children/ShirtTorso1.ShirtTorso1","49","26","1","1","32.571323","0","97"
"/Game/Characters/Children/ShirtTorso.ShirtTorso","49","26","1","1","33.630249","0","137"
"/Game/Characters/Children/ShirtSleeve.ShirtSleeve","49","26","1","1","31.396488","0","101"
"/Game/Characters/Adults/Shoes_low.Shoes_low","49","26","26","1","30.487276","0","27"
"/Game/Characters/Adults/Shirt_low.Shirt_low","49","26","1","1","30.759251","0","106"
"/Game/Characters/Adults/Pants_low.Pants_low","49","26","1","1","31.740902","0","357"
"/Game/Characters/Adults/HumanClownGame1.HumanClownGame1","49","26","1","1","33.664852","0","376"
"/Game/Characters/Adults/Hair5_low.Hair5_low","49","26","1","1","31.041569","0","376"
"/Game/Characters/Adults/Hair6_low.Hair6_low","49","26","1","1","30.165577","0","328"
"/Game/Characters/Adults/Hair4_low.Hair4_low","49","26","1","1","31.716158","0","376"
"/Game/Characters/Adults/Hair3_low.Hair3_low","49","26","1","1","26.420721","0","342"
"/Game/Characters/Adults/Hair2_low.Hair2_low","49","26","5","1","32.971321","0","329"
"/Game/Characters/Adults/Hair1_low.Hair1_low","49","26","1","1","30.429523","0","347"
"/Game/Characters/Adults/FemaleShoes_low.FemaleShoes_low","49","26","1","1","32.018738","0","328"
"/Game/Characters/Adults/FemaleShirt_low.FemaleShirt_low","49","26","2","1","33.698399","0","330"
"/Game/Characters/Adults/FemalePants_low.FemalePants_low","49","26","1","1","31.369541","0","339"
"/Game/Characters/Adults/FemaleHair_low.FemaleHair_low","49","26","1","1","30.752083","0","266"
"/Game/Characters/Adults/FemaleHead_Arms_low.FemaleHead_Arms_low","49","26","1","1","30.623232","0","335"
"/Game/Characters/Adults/FemaleEyes_low.FemaleEyes_low","49","26","1","1","32.495956","0","296"
"/Game/Characters/Adults/Eyes_low1.Eyes_low1","49","26","2","1","31.807499","0","329"
"/Game/Characters/Adults/Eyes_low.Eyes_low","49","26","2","1","29.292034","0","333"
"/Game/Blueprints/Misc/Testing/JankTimer.JankTimer","49","14","4","1","14.030526","0","71"
"/Game/Props/Pickups/Materials/M_JugglingPins_Master.M_JugglingPins_Master","49","14","3","1","13.788935","0","59"
"/Game/Props/Pickups/Materials/WhoopeeCushion_WhoopeeCushion_base_color_Mat.WhoopeeCushion_WhoopeeCushion_base_color_Mat","49","14","1","1","14.778622","0","108"
"/Game/Props/Materials/M_Decal_Master.M_Decal_Master","49","60","1","1","57.542080","0","1094"
"/Game/Materials/StreamerColor.StreamerColor","49","60","1","1","56.983646","0","996"
"/Game/VFX/TexturesMaterials/M_UpArrow.M_UpArrow","49","10","1","1","9.824436","0","49"
"/Game/VFX/TexturesMaterials/M_StarRound.M_StarRound","49","56","1","1","54.762863","0","1163"
"/Game/VFX/TexturesMaterials/M_StarRounder.M_StarRounder","49","10","1","1","9.560111","0","64"
"/Game/VFX/TexturesMaterials/M_Sqaure.M_Sqaure","49","56","1","1","55.669548","0","1120"
"/Game/VFX/TexturesMaterials/M_VerticalLine.M_VerticalLine","49","66","1","1","60.932476","0","1470"
"/Game/VFX/TexturesMaterials/M_Thicker_Circle.M_Thicker_Circle","49","50","1","1","46.401516","0","796"
"/Game/VFX/TexturesMaterials/M_StarsCircle.M_StarsCircle","49","50","1","1","46.655987","0","1002"
"/Game/VFX/TexturesMaterials/M_Solid_Circle.M_Solid_Circle","49","15","1","1","14.713747","0","128"
"/Game/VFX/TexturesMaterials/M_Loud_Top.M_Loud_Top","49","56","1","1","53.498409","0","1009"
"/Game/VFX/TexturesMaterials/M_Loud_Mid.M_Loud_Mid","49","56","1","1","56.188160","0","945"
"/Game/VFX/TexturesMaterials/M_Loud_Bot.M_Loud_Bot","49","56","1","1","52.335464","0","453"
"/Game/VFX/TexturesMaterials/M_Line.M_Line","49","10","1","1","7.801175","0","38"
"/Game/VFX/TexturesMaterials/M_Haha.M_Haha","49","56","1","1","42.758999","0","603"
"/Game/VFX/TexturesMaterials/M_FadedCircle.M_FadedCircle","49","50","1","1","34.781864","0","407"
"/Game/VFX/TexturesMaterials/M_DarkBg.M_DarkBg","49","6","1","1","4.984426","0","17"
"/Game/VFX/TexturesMaterials/M_Angry.M_Angry","49","40","1","1","37.224266","0","382"
"/Game/VFX/TexturesMaterials/M_4StarRound.M_4StarRound","49","50","1","1","38.533195","0","583"
"/Game/VFX/TexturesMaterials/M_Star.M_Star","49","50","1","1","41.144169","0","537"
"/Game/UIElements/Icons/M_Icons_Master.M_Icons_Master","49","30","1","1","27.061529","0","199"
"/Game/Materials/Tileables/t_FloorTiles_albedo1_Mat.t_FloorTiles_albedo1_Mat","49","14","1","1","14.839801","0","88"
"/Game/Materials/Tileables/M_TileableBase.M_TileableBase","49","28","1","1","29.465763","0","211"
"/Game/Materials/Tileables/M_Yard.M_Yard","49","14","4","1","14.636081","0","73"
"/Game/Characters/Clown/Eyes.Eyes","49","26","1","1","28.125988","0","198"
"/Game/Characters/Clown/Clown.Clown","49","26","1","1","28.117439","0","188"
"/Game/Characters/Adults/Mom.Mom","49","26","1","1","27.937963","0","177"
"/Game/Blueprints/Misc/Testing/OurMaskedSpriteMat2.OurMaskedSpriteMat2","49","30","2","1","27.182709","0","238"
"/Game/Blueprints/Misc/Testing/OurMaskedSpriteMat.OurMaskedSpriteMat","49","30","1","1","27.081366","0","216"
"/Game/VFX/TexturesMaterials/M_ArcaneAura.M_ArcaneAura","49","10","1","1","9.602811","0","43"
"/Game/Props/Pickups/Materials/M_Prop_Pickup_Master.M_Prop_Pickup_Master","49","14","1","1","14.769827","0","96"
"/Game/Props/Materials/M_Prop_Master.M_Prop_Master","49","60","1","1","55.551811","0","579"
"/Game/Characters/Children/MaleHair.MaleHair","49","26","1","1","27.422779","0","144"
"/Game/Characters/Children/Body_Skin2.Body_Skin2","49","26","3","1","27.561594","0","139"
"/Game/Characters/Children/Body_Pants1.Body_Pants1","49","26","1","1","30.818003","0","172"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","29","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","10","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","43","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","26","1","0.000000","0","0"
"/Game/Characters/Children/Body_Shoes1.Body_Shoes1","49","0","26","1","0.000000","0","0"
"/Game/Characters/Children/ShoeTread1.ShoeTread1","49","0","26","1","0.000000","0","0"
"/Game/Characters/Children/ShoeTread.ShoeTread","49","0","26","1","0.000000","0","0"
"/Game/Characters/Children/Eyes.Eyes","49","0","26","1","0.000000","0","0"
"/Game/Characters/Children/Body_Shoes2.Body_Shoes2","49","0","26","1","0.000000","0","0"
"/Game/Blueprints/Misc/Testing/BaseColor.BaseColor","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","35","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","56","3","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","7","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","7","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","56","6","0.000000","0","3"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","802","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","31","1","0.000000","0","0"
"/Game/Characters/Children/ShirtSleeve1.ShirtSleeve1","49","0","26","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","43","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","4"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","4"
"","49","1","0","1","0.000000","42","0"
"/Game/Characters/Children/FemaleHair.FemaleHair","49","0","26","1","0.000000","0","0"
"/Game/Characters/Children/Body_Skin1.Body_Skin1","49","0","26","1","0.000000","0","0"
"/Game/Characters/Children/Body_Pants2.Body_Pants2","49","0","26","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","49","0","104","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
"/Game/VFX/TexturesMaterials/M_SharpStar.M_SharpStar","49","34","7","1","32.774193","0","96"
"/Game/VFX/TexturesMaterials/M_Ray.M_Ray","49","15","15","1","15.852297","0","19"
"/Game/VFX/TexturesMaterials/M_Ray_1.M_Ray_1","49","56","18","1","59.365139","0","205"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","49","0","116","2","0.000000","0","0"
